id,prompt_tokens,completion_tokens,total_tokens
56622f1a6309c52b2389d9eaf9ebdd78070d709073fccba54037f1db5a35a8f3,947,205,1152
67c77b9c341ed6bfd0aa2bffdb123d8608375a2a63021c9bb8c69a0b8d8a486b,1483,202,1685
466dc664164df4b819907cd00ee7600307d4bb78a3012954726c8856166120d6,1154,204,1358
2ba8fe0679ae18a651f3737688bcbb6eefd4e9140c2b093dfbe53cd873cd7c3b,1171,214,1385
ba5968ee3e9c0385921b9b7001f55ce1933c9d3cd227348bcb75c19eeb32b908,1310,145,1455
f3d8bfd044860db6ec262238071e46aaea5d51bbc990df0632a3cb5fc9a439d2,1066,137,1203
6a2a6545fe60bc88982a80c64a7747853c32a4b301ed18291dfe96e41f5867b4,1466,273,1739
4fe93dca7689fee205e8e5d4b38aa7d7b761cf778c09344b5d938d12797803ab,1093,214,1307
c2280afbac78aefc1ce906e18c5c195a81dca48236e7e9a4c1e8b76584941cd1,1122,210,1332
a3a2bc9888854783fc3e278d0d2a9c1c815ba393f3f2887a807dfd09df40ce4d,941,212,1153
8cb5949b5a26600602bdf3c7f315679920edd41c3da557cb7e9173ec476a6878,1878,320,2198
45e9fee6e3ae6d417b35e0b6cdc39d0e82e57b5a7357711de491469e928e9269,2280,318,2598
e3d04dd735df09d68dbb2647b8775e4f060b22624306705936b5fa74f60f69fb,1126,245,1371
3a253f79d36d4cb4e9b8a84da0eac662d094870d7a9b556b6c7ff1ea4a8c08eb,961,201,1162
d0cd58659df641c65857446e0f00af81377ff6d89adf18c4663418bdcee99aa9,1244,214,1458
146d684c9b455a8c2a63e8aaf3406d43746637fb720e4eade3f5a97d0f8d34c1,1081,221,1302
74964c46b6bdfb9f3c454c1c214c22cdb7b9eaf1a49580397df05b4d459c3d90,1447,222,1669
dfa276c3cd8b62e106d8b402fe73f313ddd7dd5cad7095ca5a5748d77bca5b8a,1382,262,1644
6d58ef16c2503aba68dbb26d3f96e1c021484f9b8c0f28602711faf794c493a4,1591,438,2029
2f54c9cb7a9de4913d272e0be9e5c9a9f0576a593eff5b8311aa4561f1b9c57a,947,215,1162
b39e5f47f3ff4fbca63a37d8f5ecdd0d1bf34e003a9393344e90e1dc1d237cc0,945,290,1235
7068c267ab88352c53864b352d6eb52b3faccae10eb7743529735f999e31cbd0,1342,282,1624
fe0f5a7f9f4cfebc9f1c00fe4028984a572c66990c834cac48739e83efebc1e1,1339,212,1551
52bbb4b5e996349d754c2e049063aed622595131bc530d416665a19a0639ca0a,1010,218,1228
091a476fd18a54c1e45d1889c8e7087bda07adc864cdb387a083486508fa404b,1178,322,1500
b3d2d65dd0fb3b889e32768958b6d02600d8eea67d5c59150a83cd6f73d5c5e8,909,206,1115
006e14bfc906ee290c7d10d74f367ded3835d95e100153cf2cd955026bac755a,2502,317,2819
ee997328bc77cfaa8ef1b623e641e9840332cb19faf1bd4f82d6f18c8a0f874c,972,208,1180
06aa398984bf88854e0432b17797d8de1f45fc32a441fbaab9ea9c9a09b21af3,1123,211,1334
13c736a8e3e34ac0dc91881cedcca17a16586504d478577f1d8ef27a08920aaa,1608,212,1820
68c32833fe9b74b4f221a9b6df13019cc63351de0fff181375e6c7870f96fd63,1013,340,1353
debf8ab8027412d33d9b44e7ac9fb1158c7c1281b0d1bc8c335aa90633e88a12,973,205,1178
999266e1c7c4eb38b42feb3d13f29eee588a97b0a247817faa52d1a2334b003f,1012,231,1243
944c9d2c2478704a97f2c968bb684ab27812b34837040b26e4d3f5a6af03efa3,1293,216,1509
7de551ececb24a5a8b2c19fe9479f77743c1c2919c7ddb721cb29067d57179aa,2011,538,2549
4ceff611ff7d17efeb3ffbcb068ecc7560a458ba6421a9fb39b7c740fe8aa442,1488,466,1954
8c9f3e8dcf960290ebcfc3ea06312404b2e85f7e80cdc47592ddcbc772e32f9d,1031,368,1399
ca9a131e707877df0b0da173ef35a897b3458da6fc4949237c3df062977137e0,1116,210,1326
ca7610d094679de43ceb6a92580cf0c3b9639a5019ecda61d860334bffaf2a09,900,211,1111
cd8c131a9ddc20f30d9fa13d9db42a9970e4c899cf964c2dc4fdad0d6b7cb6c9,1073,211,1284
0fe5e3a5d4eed8edc03b73495a92df7fccc7ac68ebbfefcf87677ad566ca276c,1091,227,1318
c8e76578eb1949e6b920f9cf8f8c49a36af8f2001c57c6fb3895f7da166c883d,1674,324,1998
f44d4a28a17f343235ff10f0b5ea840d6e6e555e4a95a04a9c760b2571bf367f,985,210,1195
b598e76b3e3f03bb6719440a9267bd509576dd77dd6c700f3770a7a67f3683c4,950,231,1181
3183e43f59701270835baf0cfff1831b2c46135c989b93e779296a77ceaa7b63,1277,206,1483
1eac4c2beeb0fff39dd20a810a942b80a53c0e0494d9a000ff2a9b39f29d3ae2,1360,210,1570
7ed81dcb8d0731f093dcfc1394bff4d7c424c800010c9e791b761f3544f14243,999,209,1208
8d16fa2f5ca1db0986919b1ab9c555c08098362c53a0a52650a166b4482cdda4,1013,214,1227
24e29554921221efb0a4d089ce2d5464309f59fa11f75b9efa05231fcd793835,2147,309,2456
e45796540d2ff54620b7c16421bd336991cfaf5ad867b721edacf5252657fafe,962,213,1175
315908d9169294f43865efcd8f67cbeac60d78099b00fca15b6fc06a805ed0f2,1389,772,2161
2cfbead6ac1128c22fe7c719fbb9d623b4b874a9950ed9c368bcbe01edead7f0,2027,661,2688
7e23af3917a25994caa624559d6a6fb814bdd44e6f4145c0740d498356961d55,1090,219,1309
6f909b38f8eda1a87b9111d37c5c69b06141142422c0b9a3d7860ccaef475a46,1790,685,2475
add0a9c5c0bfd99443ce2c3f58cdc3b446bc0d070db5da923171fbd01839b979,1646,323,1969
2dace6fd53fa0fe556062276910836cde86120356269b49348c7c618936a2dee,1292,220,1512
67dabe4a7be2fddbb12bd463d0eb0dccecc24c5d24d5c9e7f3ef96ba38974218,2051,328,2379
6518faff1e4f3e055b1708a9e85581598eb3dcf6dc202451e62c7c46d4aed2ea,1188,450,1638
f41098a0aa82428edc918d611920aa716af48a32682bb2d375a34c8015056102,1065,362,1427
ccf9d83f1519236e95791518f2a52bf158c65e2b5214b7cb80ac28dc0bbaf620,1090,202,1292
4285e6b93890846bf480aed7535d5db744fc5472c1b2a059f2204df9ae33540a,923,230,1153
