id,prompt_tokens,completion_tokens,total_tokens
549728f9874e25c7083f60d3e6ba6245f00c66a42fe22811340babc292396f64,1124,205,1329
70e403ac662fd4aef3c303dadb9ca0b7c82cfd8ada88f8a6064325884d83ddf4,1054,200,1254
b9065e6138e10557900f7495636b28e63831b7f7513933c1b8859aec2e5a9f7b,907,214,1121
34cb045dbaa2f953bd4d907793fc5fe5fcb545aeb9da7a42effbb27c0b75dce8,906,214,1120
fe353279ec04075391f1fbe6df9cdb23cfe338c7f134b480da22a1986a07d369,1426,284,1710
482a824d249f1c78b49c193ea5dd6f78e62a64051493579fb674c0babd3ff43c,1124,205,1329
fc59fb40f7f2022e550165125fced9fc234bb8d425ab87c111cc1bb52c8b0fd2,1018,214,1232
4e0f314d87ca708452fd14d8e4c1fc69a88748131e8da4f6a4ce9c2ffb89b6c3,2193,347,2540
08deb542b3815267471725750400faf940f14cf901034b5145704bb08c66633d,1121,205,1326
52d8dcece6f1dfe17333616024aa961ed274ec06be10eb5894b2779014e90ceb,1283,289,1572
51feebd8b198a8d0bb15e28dbeec2c7f980386c5d02e1382997a910ea4970441,1314,316,1630
5b6597e465557e59eacb79a29ea71d288b3b34ebd95cfa0cd7683f9974123a55,1597,469,2066
35a5cef3bc3f982befc8878e0f0bfacba5d6c4fbafca8ea4d9b3c56b15ea95f4,943,282,1225
daa596a71321567dfcc3f9663e7b1edae0efc3bcc6b495e44710decfbd402dde,1307,371,1678
8f2f67643e09a569f5839d23acce7118bfb2daac9bd879664016ce79995170a4,1580,532,2112
e15dc9c63f8e6eaeac9bac31ab5ff82179de9731af50b73a5fcd90b5ffe4851a,1746,538,2284
a2a0373f0c25036b9dae042bf57fd475784b66ea4cc716770f31a0e315ca2fa6,2023,440,2463
a30320e667ef2f9e04dab18121df03e3bcd15b3110a1b8ca5ba05fea451199ab,1115,210,1325
daf7aa83def0a2d7778ac81180db613d2e90c96491c9848ad79b9d640526097f,1020,561,1581
ae2bcc423c77e42faca00314ee790bcdfe21d91e53245fe725bc725753e85635,1315,383,1698
ccdb94e5ca519f9e342f634db35647a297c0b598bb1964ce4f13166d1c1b1803,2287,442,2729
dd906d55d7f86a7bb0d8781f41afa90e96d52053fbafc7455107f9c41b8392d7,1227,320,1547
7d9d7fcd5878c9166a8f375750ba89bd16f93c782845d1931c98c87db83ccad0,1203,209,1412
7190e126380adfbd1cb68120a4be1b89d82a68df726055db3443f48b815c7e02,1294,681,1975
d334b9c73ce50bb5c44877ac1e35f7dcc92d28a04fb3fe27275bde1be7dcbfde,1115,682,1797
077b9b0af25ce1dc61942df901898518b080af64dfdc3093475db57cd794c7e2,1007,463,1470
fadbe969e7c06922ca56cc8777a389ad0e4996a73fb0fe01eff8495744678ccc,1123,205,1328
4e948aa7de9b7681ef89dde795b584a58858fd7f79424ff9d87a2397d6d04ba6,1070,213,1283
3a92dfc1d24b3b47c5566d7637a11d25fd132749240229df7b585b82f4d3ccb3,1034,213,1247
4d4f64ef0078857faef1405a1a6b90d2a49a724b2225b45ff778b2461824ab18,967,285,1252
1b68c9d3396364d207fe2ef2f6aae4456338690f50f038f415c1aab1550d333a,1284,223,1507
8d6e11e6b0c277fe37bf279b2b0845073163f0209a3abba2c4dcb639daff284c,1188,315,1503
3fbc766f9a8f682fb6b807bcb6da0c0da4b507eca1f47995c201aae2ecbf0728,1062,211,1273
1dca6ae2865ffe7555f2882be15b0442045f507b33d32b239cd8b73eb448c52b,946,208,1154
a9833ff3efa478cdbcaede4262d9e30f01a09de16391093d668ddbf5bf438c29,926,203,1129
ad088c9e3190cf5fedbf0b7d154eb61157fe2d766dc2114a1a18619489f57586,1358,597,1955
b057acce1b6f9dfe23f77889bb8f9e429361faf0f8f9f464fa27fd60bf59f564,1059,290,1349
fba0467e86fbae66b6b7a0e5c52ce39c5d79a7244cd3cc471efff04c07272e80,898,206,1104
6e661af0fdd907744e8688b5b2d409c9ed3a9b4978a31a856c60352d82edd4c8,996,223,1219
871c243dd6441f525311e4d8653921c51efed30d0e23fa521dc3a9fcd86d5b24,1251,361,1612
0149d18e38c79bf3fb08cc824966502ec4b60042d1768b1be548bf4e9bec9297,2124,698,2822
bcfbb754041e5947df8e37a3680528bf18624b20aabe4d43ed34a447451ee5f4,960,896,1856
a18d5319d42c297dfe82f9dbbd9304cb286897027617cb208e0a797e13b94ff4,2255,672,2927
12c65ffeb23141a4de7e403752ed29cb794db8dd3b5cfe0f1cb4e6339d92ec61,878,210,1088
5cfc5a4eed11f31f8b184613219f282af0dc692456107e918847e9d85c4311c6,872,210,1082
399ae0176a138046873b926e369f1246ccebf85b3e39fce528be470ed45dc02f,1049,211,1260
9a97eb160e4f39fd67b428e12f7f1add1526c6fabbb1b78e06be215b10b7fbd5,2189,767,2956
f35e81f4a10a6d5465fdf1492ed32bd38def24d8c50666676c3294bdcf855450,997,213,1210
fd5d4a98ab955899490e39b26a73bf4bc3d71c404e987e4234d7d25b5ba35a61,940,212,1152
fcf677c7ecd5580d314cbfcfd0eb2edd2c56062586e59185da53b687eae7d659,1195,693,1888
392ed1ba1f024677ed38f11489de29c2ded9908caef3dc3da8bc3492f51f44cb,1097,222,1319
31496427daa5d1a034d9ca0c449a26e324283cb9351cd27ee71ccc873d4b62a8,913,287,1200
470cbd2e5bd132ad410403fa4b6d7677ab75dc8936de411c052dd91d96ca57f5,1305,540,1845
2aaa5edc004d4d00096d3bac083b181a52edfd21d0cc3750d096bf69433e9779,1123,205,1328
d0244908d43c76833b31940ae88e143ac5ccc040d2ab2214ebd3c36b9ba16d7a,1029,213,1242
9d18d19fbc15978865e616db2152407f7b4ac6306457cdff8c16551a8c175fbe,1076,207,1283
61e5e59de47d650fe901d1026ffb9d10386869c25740670a6d2c775ada9b946f,1307,213,1520
060215ad9ff36619aec30548bd7d74ff00f7b6e586ccbb6e810627d95322b5a3,963,295,1258
1d328f7cfe6d1342efce5e3b76e15aabfb97f2f2f243eb93a5a476b22c18b54c,1431,208,1639
eae30e20f13671ac7411369667b76c0b2ec3573344e682a3b475e04ffb29247a,1299,685,1984
d4721f4dca1a93b643f251b59f4aec0f64412ac80eb2b0e836b0e86b8e953035,1012,297,1309
3982487f5a02fc6e6909c6fd69a701a84dcd9e07670d9f7a599a1803baa86ce8,1259,211,1470
09c3bcf9404755c2b78fe06c4845884d33508b0c62c7ac35a7ba314ec07f384d,881,212,1093
955c9515e82852ad992611169dbfbb465eebae10cab9a88c161949baa9705c32,1074,207,1281
4b680eaba9314b6544fa45efff14435418021413085fceb72b180b5b4ea78970,1243,207,1450
9ea6da309375d5b4f36fc8d15d32d9982ebe9a69831cd0672440ca41c1635d2a,1653,457,2110
b18ced5f69f6acfb0972045c5be83b5227063ffcd2e50272d49e3326c8936141,1310,213,1523
0e9f9f551350020eb0464065ab19988e2cefe36c6f8e5f2b43ba66634fb68916,1061,360,1421
d447132fa32aa8773a15336f8ce4ce7f3919ac521c218108191ce5ad8f35c1b7,2242,881,3123
10d7ec1d2546b38c4ed58ba19b4451255363b59e8f0fd638207bad2ce6fe5380,2369,430,2799
8edc83888179194a09ca65e07868c63569512849a41bacd4a142dfa8391ab0af,1383,442,1825
b1d59fa37a5540dc263084936ce69b6cfd7a1ddac818a4c24903bc0d3fa8d950,922,213,1135
abb5748114d73681da09bc974f83e77e608aa5fc37a33d6449995adf58af84d3,1147,314,1461
35b3cb3d5ee999cbac79a4067d8d07c7ade10e0d2f3b84874f3197799e90a13f,2253,1540,3793
ec8d464936690a7ec95d1d2948a946319ecd1fde69dedfbf5c4ac97a33a6ed9c,1293,215,1508
64e1721b15226ca4e68d96c9632b92c18422b7a7d5cce83547dffe02c3763502,1289,246,1535
08687af0d1eb23cbd42dc8de18b3a0f065d52d51b6ac3075cd7e10ecbb518da8,1289,208,1497
e595fa00a491b478159ad16c58c965a864913c20dadf0674c9c7ca649bc9086b,1915,393,2308
b0d716db8bcf939f40e91cbbca109c8b204aba7512e0bf0f2f32bd43aedbac63,1191,1147,2338
90f8c0cb0a4aec00f35f83660fd0d95ccd2a564853364e091e5e2430e07642cb,1204,317,1521
8c4107be630ee3de4f1e89fbdbf4f14d5a2157568ec1cf688fd4d1693b2ab25b,1465,285,1750
ec195b38dc4cc8b566e4c94c1e42dc016f3fdeac582a96141dd30f93b2dcd5d9,1061,210,1271
82e5d525e4af98441083d4d11bb70956c0c642a377ee65261ba2a9980f77a2c4,1081,236,1317
86f1e1b50b0f48cedaf88e8bda81948bd97c56211f3f784af92497d24507c25b,1220,445,1665
0fe92de77e713b4aa16eb87abc57d599eedbd1e61876ce679ccd28014631c462,1328,208,1536
d05cf8772eb65223fb0957dad877a2bf346cbed9889651be6b819a6299bfb58c,1135,289,1424
d286430a077e1f27f4efb451b01780a174c09925cfe38cebde85d2abc3197c49,1124,204,1328
6681fd8db249856467705a7d24b59ac75dfc94147b2d6ae78285a40d142c8d51,2222,871,3093
ef9ea7b98c90747709420cf1193f9a58387230ecb40c19eda0deadfa2e8b2822,1269,294,1563
4d85cddf19e6a889a34be57379ae16791e35fb733b559d6f4c31b9bbd494aeaf,2238,462,2700
4f22a5ae8209ac17179d709805abd04e31d5d167489f64a38e86f109e4453bd6,1081,697,1778
c16eeae6549d9aa6d5db5ffecf34e0bcadf5d3454fb5a898d74757b442f5eefb,1083,452,1535
8c8c26e81a1f1d4115ff37b80539659d4273feab44af46b7fc33f72d4fca4074,1403,208,1611
25ba1812e8887888684b785ea25a36bbab47e51af86015027d1ec3c3a8a84ed0,980,287,1267
ed3848421662f41bdbfd4ad1d44764e333dc8a08c226c7433f410bbf518fb4e2,1564,211,1775
7d10c4b5d5254f4a280cb2dc7e8dd6cbed3eefc17ec63925b2c6bedd652e7b51,1104,282,1386
7f394ae6b4f282da19d23ce34a3aa7fdaa409687b4967eb8043670053cfae0fc,970,208,1178
e9efb81d0303a84f363304d6c5cf18f11e38a3d38d95c9ef32bbe9efdaf2c3f7,1276,214,1490
c217f244b503f94445477f5f70de669f9abb5b717da0809858a272790f70a5dc,1257,212,1469
4e8c8a13ce820c27c1ea3dcddbf2e88c90a47904b0d3de725192d5d8fab8c1a8,1357,219,1576
46715ee53d572696a278335ecc9eb880d483c9aa31b12fd55fc969d3e32620e1,1339,444,1783
8824842b8bb5b3c5e13dbe3c3893a78f946a39e519a420b0fc7da0458eb06156,1135,291,1426
7399285a470bc321ce5e9a15e7e1e53cea72a25611f4945759b72db6879479fe,1389,457,1846
2f979c8cf98537b0c9cc6641710fd73180bc3d978a46e4d96eb16b10f9e85bc0,971,207,1178
e16a3cfd642cf3590cba86cf28bcf362f0ac44ab3c1e2300def95abe3a30cac1,991,206,1197
2ed99951172a583b09a20fa913027910574179cf71e387a7762d6f52aa76c884,2332,742,3074
2d46497d9a30e94880c18c2e28b3d1f21da805f7854eb20a944aef37e2ff7418,1440,623,2063
d7ba83210177e025a875298a2fdb17535575d1045d3df98df2db26981742cba8,1540,284,1824
ebf6355ca07bd651928d7ba7a90adb92c66339c418f24af983a99428bd2d4720,1938,318,2256
8885dbe62575301466c16f0dee2063d2893a779afddf09a7377bfd555dd1e5c4,2298,661,2959
8c01a8d4dc7ced864f2be1938a8f49d175aa536a5de37892e17248ee9ddfa655,1073,201,1274
aace09e78829196ddf892a12a7e8b0decaba4a13f5fa77a3871110a10c68e11f,1075,204,1279
7e09a076c2cfdecd6d49eeafd26b7d00cb3bbb0a6fcf88c82864784096946ea3,1273,210,1483
ed9f3a0a25399b9e8954c5c642a65db8bc7976e6adad72b9e70c1c485285da61,1124,205,1329
6d7050852e0b2dfd8638835d4395df55b3a9b23f0646bbf034864f9aec1ac8eb,1338,453,1791
