id,prompt_tokens,completion_tokens,total_tokens
74b1b24b33b5a1e585631ee1ae7dc0e8b6e406cac77681991770deda1121132c,1573,206,1779
4a1a705d5df0d450745e30c14a19cdd4781247238659068ac1cb4af00397e781,1111,212,1323
fb403b431a4eb97a792a51eb0e503184d290074b5b9b159628da7e0c8c5512ed,1567,210,1777
68c76381237de5b73cf1a10676c060b74af274c83d14efd49279c2d73be42645,1565,210,1775
b13b3d6b9380963d3ebec77b5769807f91d3677f5f9d3b69fbe9f56364dfcba2,1123,224,1347
05708cba00c02db52f12a98b32f6dc8e96fd084126e28e6b37a4d46be8b20ec0,1537,261,1798
d0f35a5044ba38348d894722219aa7fcd1684a0e21722791644c7a0f225bbbc9,980,205,1185
aba3645adf57eea8163d8c1f4ab268b4bff77690cde570411e01b55de47be6a9,1569,308,1877
87e518549037028bb4f5cd911206ef29696c3ab206468195cac136533630f5c9,1114,205,1319
f8f97df50129bce1e2a1a86df274ba1c7f2bb7c293246b6a254c1fe3de8dedf1,1428,217,1645
44e627042e131806e9268e97043ccc29f3dc61b5a48065d7b32868cdef4ddb44,1114,205,1319
9eb0bd60fa5c4c0c94d5561391039aeaad0759cac69162a6f8bc5c6b264028c4,1114,223,1337
7a2c27a40a5fb86e03725c2d96cee592bc9f12c34af30c7e2832f9ee2a81940a,1503,219,1722
131f26aea4ec59d37df2f02c4071ed5d1286c2ee5d95b53c5c753e7bc1a47288,1567,211,1778
53e97c78a6416af141b66bf3e240bccca86cfee41120f48023d6bd431cf49296,1486,218,1704
eed82ccf456607f95d51ba7a373c83d7eb20cb112de64f0f14b55c04f43271af,1499,444,1943
591eec9455004c99b1a652a88f5ec9e653cc4d74fb202ec3c2ef5db3b18c1691,1593,207,1800
7dd43691166d366a7806a0ec99bdf99ade8a07561eb38d293d81c97148079c5c,1405,215,1620
9a98d95b0487ad41bd9880decdd9024ae9cb433f0b7bff71e5c86753e1c5550a,1074,293,1367
e39fc61a5295b1453ddedd86ca1cf9a854e42c912a07800926f7db6ae75c7315,1123,224,1347
23fd4d89683e7258e3b3741619a643ae78d6d4ee6bc5308fa7db383d453391e5,1544,360,1904
6a86eff50d39de06c3c6ae8cab54a1fc538e5e1166ea6716a0a89d3706fa8bc5,1114,205,1319
30bdbcec8b21ca3d84c89907008b9289f8fcfb7dd835c5d132b40b79ca605946,1413,357,1770
a1dae39125f3b89d1270dd6fec71e91e6968de9180b2f59aaa17ed756a59e8c6,1114,205,1319
d9428165613d790ef0fe1eab12da74b91c7ada2b939a5ff7498247138c6d8cb9,1422,214,1636
e6d1e052d40cd1dea23d0f9fa07b2e6872bcb73e596c04e40676e8ff204ba421,1535,369,1904
7993bc8e41a3bc5014e96b716ce15954145a4ea30c3c85f58f0060d19797ba63,1301,219,1520
3ebffb6f278deaeaa08df588aa166548802be57c137156ee40a51633ee240eab,1152,216,1368
4fe077d6d7609566c0c180e77b930d2e098ed930ce4a0fac8f737993df685428,1123,222,1345
c8ce9b0b1faa47e2e39293b02b67f2ffa1951cf9f8ff48f784aac7b241705af4,1082,210,1292
6533ba5f49ed8f0b991f0716c5ccc3b2213daede5de53071f499ca3f7d7742d4,1127,209,1336
