id,prompt_tokens,completion_tokens,total_tokens
acf7e0f34f4bd4e5ceb358ea47df2f9b847bd610dc5adcd9d22223a00d843613,981,207,1188
84ddf287135115a12da79c6ad2ee55253c8e15c42fc4088c860cd5f23c576578,971,206,1177
c891216d09f367f0472df48a30efc3da9dc37302fc9fd298f38c273f51a953d2,1124,205,1329
3f2aaa1915945bb84b92c3b3d9d8518da8b958382d91d4ebf9fd718e33f7ca2d,1011,210,1221
46e6b1719fa8fef2e212c80adf082246a9f87dda11065885df465d4ef18f8e34,1034,205,1239
610c33793a67be4579d0b2f0e65f29216b0bfefd4c0d534f08a1f768a2100542,1206,227,1433
b02743c618bf97d1d426b90e9d01ca9c366f5c5674770eee7d4b9254f49c3a5e,1259,213,1472
200b4293aeba88f1cff0643b0d2bff46a7b03c1353b169f39a1f014536b4eb97,1021,211,1232
b309ca3e5d7209d8bf5a43a9b185f17f37e26004450d3c3c37833061349fa4ac,1038,212,1250
431a4cefe7ed84b5a4bdc50e2bdcdbcfeebc92bc61a117cbb8d7c2003337bc5e,1087,211,1298
2924eab732b944f1c9beaae2af758690abb851a600950e7f939444611d155db1,1000,216,1216
0e96170cb2a2db86ed9d66397a8a80d33d5404d66f28ff32cc7a6783a3aa850e,1055,288,1343
2be5fdd715fe2b657b2817078b7ff9c132c6cb68114c7f7ee36502425f730e79,1097,300,1397
d6de3aef631753ad3ae3000780ebf279210358cca6c282f55987ed49b4389c0b,1130,214,1344
86565edd72f9f51d17011236b3cd02152249562d0eea98fe58217ea3e2ceb783,1065,247,1312
dc252bb4ccc9084190083ed8d202bdfdc984d5c4bad5cb2c266b69d3190a236c,1118,286,1404
000225ae515bb5f0eaf7d0579f670195ef73d9dafaebf261e0acfdc76b86a28d,1041,296,1337
bfc8b1274ad1b9afc22067b1d1191dd1f9e1d23975a6880db043f74b431c96ff,947,210,1157
09fd67ccbadc71faf949196db7f7f0c46a81147804506f5346d1a3f7022ac177,2053,456,2509
feaae44b2c8d5a399632fc45a3bee9b744b8188c5e3983d76e3fefca37838a10,1633,321,1954
7ec86308c23b2a578e7b9ace31530b748b635af34b41cf214693bb483b7e20f7,947,213,1160
7e3e91c11df6ecde374a51a4c68300fb2076a7a92a3c1b12f898e49ab0c28af1,1323,361,1684
6e0405896ff3789aadf42b1baa42850b8f2d7babd876a486768d97b7af069ea7,1726,465,2191
72fe53aac2e59ad5be62f222d6a0af7b085e0ad76c20b14cfe45d60a954ed268,2358,635,2993
dc74d8eba0855a8575b6ba0ef9230e4c72dbab2e97aca0c9eb60da2e36f442cf,1124,205,1329
ab5b7669a9b2a3f123d2271e9dec5de37ea9cd9c175034707c41cde00160f824,1052,204,1256
a63c1e14d595be92ead855f8db6f6fb73761744b24649c4aea59ba0d0ac84634,1491,284,1775
e54447fec48943c857ba2d12ae6ad2371ea09f7d5960d443af78ff7517cb258a,1136,209,1345
1e723dc41edba6d4e39d207e04f86f35f0a47daea9cb1e850cf31723aab14bdd,1031,226,1257
67827bf586a7d977754359a55f620cd3211351fd9a2f13b6dd19bb96fe551d44,1053,208,1261
c5cf05e695226880853441fce42924c86ae6434ad101aff75310a36bee46de82,1040,526,1566
5bf47282e3adbc33f469fe75009ac4c80e3643c0cfa1b78c47de571b2cbbd9fa,1038,211,1249
c2c8cf8b4daa0330f05ba3fabbc669276610ba8fce929797c3a6f84d5e69b2ae,1536,211,1747
