id,prompt_tokens,completion_tokens,total_tokens
b2ab6f6513be6b6c7cd88d493c12149a577e730def799114037ac0bf3a5fd52c,1367,210,1577
eee193c792613d503d084392c33ab8c1c8b76b4e203c74713b1ad4763d785451,1043,212,1255
027368454433795a2ccca1eaa02883b69d0cc97fb98ab3543cdd3a5361e0b994,1005,213,1218
bae6e8cee770ddc3fc9690cf7938850e34e0dfab12b269ec725a6ba7394a9afb,1274,213,1487
203aab64f53f1b35c0f1ac7f259fb99428f54d8a472b1eb82be9b114928e341c,1226,229,1455
b3a31e6448cd1184fb72911dc3122dd51d1bb9fc977bda124872d7c2ae632e62,1119,249,1368
cd1a5b1eb79238e101cb327e069c73fb8d61017334012091bd7b9231194b5eda,1240,203,1443
a2d42c17a9dc3d5990b40b5b04f49ed9d6c637b51c7425144393bb06d1b0881f,1147,284,1431
bcafe1be0be7c19fe57e1bcebdf2fc772387f56bb0d50f9d1ec2fe5219efeabc,1546,290,1836
58197cde6802dc23cd692a49a46888e2bea02fcc57e179b53cf6235d09e1a5c3,2000,315,2315
3d72c18d6ce0772900ee7d8a1ed1cb841adc8b0741e9f915aaa6fab729d76399,1122,205,1327
ce7f3ba090fcf2b90c4351208bac0eca8c7a639fca668b3c86eec44d8f91b368,1393,382,1775
c590b7355a9b2199d458ca244e92f9c7438606468a12a7ccc7081da0019eab57,1185,207,1392
d2969453cd0fecd5c8eb265e5e3d5bbd9d6a0cf3c3e66306791ab4b6d9461beb,1238,204,1442
0ed887be49218fa242511f16cc183a5d4ed46229d73ecd79b1d65c6399c8624a,1290,218,1508
d112f881a25277750d16cd8e3e901c6b829f4a18629d1416f3f17e9d3187ddf5,878,203,1081
2f08825123b1b9bcea256e3389af93788aef9db75d340fb86facf2f9a9dd2bf0,1555,292,1847
1ced71575bdb9c8879136ebe0dd870cac3e8a1b5591a1a157db3dfedc0c69982,1040,225,1265
a5003ec10513cf835699b7ddd61ff7f7d7fc07f3ba2cb769304296502009f385,1450,546,1996
82bc0791b4e16ef0a532afcf66e06953f6c0c205be69e9171c39eeb1e44291bd,1380,302,1682
7669c570a45c27dcca68c718454717bbaa15b14ca9735a161219d64e0c5c8c56,1040,303,1343
516ecf6a3bbad1613777a5e12f41d75df5b686dc87d68661c8863d8b0554bc6d,918,203,1121
a7994141ebad24193b90aa70654efc494253e994235869d6abdd542a7c3693c5,1185,719,1904
6d2ef2abf162e466f647bb49d7ba5de386b1e63fb7b663a06ea99c73ea1281b1,985,364,1349
0b41a21679e003c399682c08fb015e612a555d6482f482b3dfd6fa7ae2539d0d,1146,404,1550
1ff4317521c4449c9ea6983c37bfe0b32cb390d9f425d41198e207ede5f049fc,2011,783,2794
114d56cdb0e028b67535adaadef05dc7929ae8ae67b0b83c7af04f7946f70598,1167,226,1393
b66c36cc574dfe37a9ef864b6346d59d0fecc89caf5d01cf3496a1f69c43b99c,1317,363,1680
cd3c3fdc7bd469d5763812c9041398fe328bbe5422b539112a13de03f97e6841,877,211,1088
09e4582cf6af8d5947916f9cd4f8364c5422897f9bfe9a42cd9ce4f86d4291be,1374,451,1825
055d2d81e7b67c436785876b9c61a758fc113c0ce10f05200fbaa533606ffcbc,1178,211,1389
9b2582a1399d180c6a326e8af627afdb3ddfb555e307a250440074e288eb220c,957,216,1173
29d1c33586e740542982009766094177a2a5e31a5e9ad5a3fff13e70fe49388e,986,207,1193
2609433c2d3feaef2b1ce935d917cf5d478fa500d323fb6d4e7fc79d9ba1539c,1528,216,1744
1aa5f75746c0bcadb8af8c2956d01f26b5dafe6e1c9c769ba73ded3a0ca92f3e,1455,213,1668
0220e551518953f9349f22afd44e5a87d70bcd63088adc8101c3fe03d1129259,1159,205,1364
10898c0179b94d65b97d9ce40d78bd98e53dd193ded467f0401c965d13490070,910,209,1119
14bd4ea41cfd2ea13f89b6126a1a891cc527dc30d07f1fe79e584177bb5510d6,1120,441,1561
