id,prompt_tokens,completion_tokens,total_tokens
db11beb8d5fb0a3be4f88c121e77b37c1ddc7b878ab3012fad43b2be7a6e344c,1139,211,1350
5b45a55f4db29aed2db8fdd0545c4c7a00de90342f2069c0e9666ed994847ac1,1426,221,1647
e1e341c0648f50a5ab62df4e82717ecb84ca34fc0170ec909379f9b5e5fb514f,1126,204,1330
88de8a9e5bc828c3a00337e0e30dbeae8fa510b41c578bd15c4defd134c0f277,1052,214,1266
3c33f11f80b6e6cdb73b8055e6410d652782434a23fb34a6402da5b8914442bc,1022,202,1224
b312313f185186eed88b0358e2e433cd5d79885d6f1248277a8d595431b7026a,1303,219,1522
4c5197b521561f7ee7c3c8ebd2e523b9fe5ae0e080d1ef4023cfc578760c91c6,947,224,1171
a346f2dcae0af467535a61a35ef5340e8d4c01f3f2fbe9b38897fb1796e906ca,1377,207,1584
c9d924a7c38676123ba9a303b04ba10f87cd0976ea01595b62b5c92f9f6d50e7,1144,220,1364
561c504ffc8b18cdd6f7edd64848de2508cb43decab0da8349020b44f83168c0,1195,302,1497
5851839207086c750e99bb3c7a57b8da116844993ea9887070d493daa44df8f7,1117,211,1328
2f29e41a303e52a7ea3865f0f1aad910dca36664bd47b2c6684f8df3efc7c13f,1126,205,1331
7e67013f4758b16de83a9f52f950aad23a524394c245be6d930a26af9a5c6d4f,932,215,1147
a2c334d7d4c4195e587be6ad9584eb8c64f996b448f6f74b944016a38f56a97e,1117,210,1327
f497b8446d41f49be6e4c3f2d53d09d2b548e412a01896787b1e04ca4262a4ec,1229,217,1446
c5328f6341a66bc72066c357680d4ed99beaf6e8b94e4d0a6461bc25693a2a42,1126,309,1435
283f10f625fceccfc91284b1f2b574208a522084fa4aa53ea44df1a1dbe48ea1,1168,212,1380
b332be28c4b0f6b88dbac3380d6c9351a6de3b765afdd570d168505444208d3a,1490,207,1697
1796d889effb61b8967ebe31dd36c34fa0cb9b95bc272a7dfae777ed3ecdc634,1126,205,1331
b7e12467ef214a88c069ca99984a247aee791928f9e65bd2bb0daa3ad744d8a7,1118,211,1329
758078d32fe13b1bcf565d7546d2f9b06c34cd7c5e422704cfd5b69c68f34e91,1126,205,1331
48503f0643ab444c334e107c9a2d662339b416557f4f3f99fccf7b06c4370948,1130,224,1354
6ddbdd37a0949dbde34f10e9e41336a34dd71d0cfe9efecb9693c01230ce92cd,1428,205,1633
b00de08f9d3dfa12ca211388a36b54b34534a3695a3d47225193f144a5799a78,1225,220,1445
cc82d4ab6e485f2eec24ef64ed34312d9f272e58e2322904a83dd70103bf1598,1200,751,1951
844abe8ee0ab4c8e2c21e558d251c9555ed56b1cdc77a128ff3dd1966e14891d,2157,316,2473
32b056a95ca335a744c9ee856ab135ea28e4b532321b02b995718371e85fa615,2001,744,2745
793ec08341be3a5d2407d911e46595cf7b7649e15d700c4e33e39103884db125,1255,865,2120
cfe4b75d4336013a39f173500ce75e3cb70d2092ba2d6c92cd3bbd11c9ba8e89,1220,201,1421
c966284998b0ebf2a72cf32db60cac03b7f29865b865e2b708a7a0ca4e660837,1275,426,1701
02e06e398d809e77a73808ee31af2a553bb249c14d4d9fbe46fedb60fee698b6,1417,614,2031
37a65daedcd99298f3e8bf73d0ad94de4308253afe90040eb347101baa834bc6,1465,447,1912
494d41fb9563b7e1bdc7bf2c6e4eea86918be0e892c0306b1c9fb58378897f59,1231,523,1754
24ca4f8a1722890bf1b938fceb6a5337af823cd8ceac3188a1db6574b3793ede,923,204,1127
43c12a8fa020e534e293fc80e68549df0b88eb19f42ee3e33a3c56c32530a250,1207,203,1410
b1201dbbcbb91f95b10d66526c20b070d4159f781b7300752c9f0a661b81b4d3,1186,440,1626
1457bca5686e7ea3a32abfe57d4f641ba56952a94695491288e4bc07fbe0420f,1126,205,1331
97538c48eaf0f128b2cdb787677832a023c9d931e45cba03b5799a7d0b705f4c,1512,207,1719
065ee966dd98d8d07b1fda1bd5f2b6eb50d3471b4a1b8045de4fe1a18987695c,1126,205,1331
5b8055a19f21f68165d474db3c3846bcef8dba6875b983719cc6459769ddee5a,1344,451,1795
7cce3e62c928b28625ef628f6c39b30726820093f12dc4b41e4fc22b92b06ae6,1289,694,1983
