id,prompt_tokens,completion_tokens,total_tokens
a591c21eab670af9fdc8e4ff6c7454b31ae96b6949452ea6eb3190a41fe53796,1211,207,1418
e31f790ee518b81a03ec9e357bcd6ca81180d92d718700e8ad3da5a5c2a28aef,1029,205,1234
0ee39d7239347d3eb706b01959cc5011387ba06b8110623e18ce67ac3ff03544,1061,205,1266
bb2c58a1fdad3943b5ecdc33c777ed23ae80738130c762555877fff4ed4a9b60,958,205,1163
1d18b793b20539e043814817cb5136a1e93239ec174c164c6e87ab22559346bf,1208,212,1420
35c1d6ff12f0e6a2922c4168bc500201d320de5c83cf8a09dc2be60ed925c66b,907,217,1124
69bb70f7ed32da10ca3e2b2e8d55e1c8eab40b0ee61acda23bd66b41a5642d82,959,214,1173
946473719abdff1cccbf67b2565fec26a830808edc96820ba0e33392b24a64f5,965,214,1179
c08de60ddab0b611a535c0ea3faf83c32a88d1f652a07357f3696be814c5cab4,1121,286,1407
7a65e720bef50837a722d6907637706f8e19003de888e6a056676f20f0c2302d,1105,205,1310
0dec9ff96067eefc249e38ce1285e2c8450e6ddebdf672b0dbe954d750231578,1538,206,1744
ad142c9381706af1da070ce1b6b7b74413c80697d1d26439470d7e4afca8f2c8,1236,211,1447
2edc8f56e434ee3b7e3157c0ab26e407a5f37151f7962da0c5a110f2e19b77df,1181,218,1399
3a9e5619f9f0c1c51755064f31cd9f5a96282e8f9360b75a3ddad648181dcd96,1100,214,1314
8b10b464869122a6ef2e5634b6dee385b58287f0c48388da1d1c5615045dde26,1017,215,1232
0952bd55c12a4403af1d3baa057b6222838bb905b3f7a1f67dacae16169ac730,1944,437,2381
d0b115af9720bab13a41a971bfed27175d592a69c626811a22e2dc2e8778d933,1069,451,1520
244fcecde2d1bde0bef2d68a2ddbfdc15fa5afe04322429f1870c51c543a470b,998,284,1282
16d5c178f56e744ab6cfd15e2bb5e36dee4a64cc0d98a22564a1e95f3569eb85,913,284,1197
2a5e62f0c84dd0e23da0002f2bad989fe55a09719a7a0be828a0beb6ec5b3e30,1430,299,1729
48833ff11685eb4d6665b54e1b0ecf6ea011c9eab1bfc48921dbadc6dde3213b,930,203,1133
23b46136c7de360a8871b677e54bbb3f6cce05d8ea7c6ddbd47455625d93c4d0,996,208,1204
195308a08c02b9b9268ef441f6a7df32ac123d9a53f46732950f7d735a739bb0,1255,208,1463
90d5f764c59f4523cc6c9c806f5c0d687bdbf2eb573b2893c98d399036f4e558,1303,498,1801
eba9368d8c9e73ffbe5882ac1310fcbf5155196b29a230c8b19a89168991f5a7,1216,532,1748
7066f9b6b1f33b5acd0b1c3c5835ee3dff1bf67a99929f979d4f0204e989ee9d,1013,224,1237
d1a3f70af8ecf04011a5138fd6122a607e15e5a869e7d9436af0cbda442884bb,1300,214,1514
a68b36d66bfea1e09a62453896f76251560095a98a2c30244c08d0fc3835f7b9,1194,224,1418
b08dbf5e083754db6855ff4c32a413a5338bc44de9104769afa9d56d1bf6877b,928,205,1133
c8150c649f1817cc1aeda4408cde827711bba19dec8e1fbae89e577058a72518,1087,451,1538
45b338fa30593473ae8c4bfe1ef7878edb2d2f2672b9b74ba14830f34b4ca120,1054,203,1257
fea8a649d1f4e16662966af2d1105d8595604601f91db1b24f69025367844193,2063,651,2714
4e2feb7c737fde66b5452e9f61a40f8e6177580ab348c2865e6338ce44d7b662,1006,212,1218
3a75a581635f009073a0a854f4dad77abd9039f7f0b30e2feac3df40b3377dfe,895,208,1103
8ceda52877663b694840a6f90e6c7fab82a001d72c8145556f6d3c3deecf9820,981,204,1185
e51130d77386abd12437fd0b92666dec8d39b5b8445f771e208dfacb6b020d5a,975,206,1181
02570ac5eafc659015196d2486d518c01925d184c15f0586de2c510231c50505,1225,210,1435
40513056ee25f0ff536980472d5bb52af2496174a3216ded644abda0614fedc7,2045,320,2365
b382a232c8b25c56ffa0b111bcf2a41cd5051b885b37f2d7d5d199383f0ff022,1577,281,1858
2a6bd5240942df0933b2882d4552f73a53b92350d77b63b3e1dc2e25ce1f2d5c,1127,369,1496
da623a1ea4890632317ca436f32335aa074365f09bc3966d57519d921c6327c4,1213,204,1417
8a38adfb05de6f7e661497a0c000784c8deee843f35a95679afad1be04f3c4a9,963,215,1178
c74efe239692cf8db2ad3e3ab3ae7d7a776784788a154a2216cb4603008880c5,1342,260,1602
244cae5f064b9c7dd84ad5d5c7e01cc000ca3563545a7137eb073a461664fedd,934,289,1223
89c42cbf2ca75db1f974935864d7c8cc78e878ad790bf21b8589b0059a97333f,1847,671,2518
1fa08e964ca8fe6c6131bada406a6131e6bbd704162a0b27b0f5c0fe91079be1,1114,286,1400
b680f7ff095afa3fe5ae2aa03f84c245f7181950905cc1e33b8c77bc4d501067,883,210,1093
8e5b89f80295d071c4b06569715e908715251f02b1b47a0ea641d171cd59e9d2,2256,1044,3300
df613525a8c2eb60a3188e4f7112fcce757c4ca89c641071e30f57f9bebf8971,924,205,1129
9f56cae60d46db8a8865dc9aa25f3993b17427fb6ee70b4d107ebfa31f079061,1382,613,1995
0b42379d2969c02e22aaed7de6c32e01e83b56d441f5963cbca918902dc3e967,1149,293,1442
d73f348bb03544fde19c4152466d10297a024e5f1b9ee0bc1a629135c4ba5876,935,248,1183
9f6bd8deb246854875b965953944800a7b62c43ab051561b548be747e0f5887e,1276,214,1490
b1d3be8ffd75549b771610493bc6e7bd8d9e97c982126df84e559092228cf2c1,2135,730,2865
5015d09c392d1732ef47a6e1ffca537c60b3f95bac82bd57524ba33f271766fc,1150,216,1366
c605fca94b68a6d53d82ebbf62e458ec65e1138ad1d7dcc837f748d0051a33ff,1030,220,1250
