id,prompt_tokens,completion_tokens,total_tokens
1a86d39cffa172266f1cce39548215acc0a564117274f67dc1c62850b00a642b,1025,202,1227
6884a5cec38903d906228165418badc424558f209355d0413436540fd37ff1c1,1099,207,1306
4a80585fe710f30fc570b7425bca0e42a5e595c29a3f5500c926f6732261afd6,1013,215,1228
87a5e68772a79b6747d43734e96eb5d77f363269de13e8211d154124461f72e5,1035,205,1240
e892b4b8a7dfaca7b292b4f3516b1aeba3929511cbb7f83ea2e82c16e64ea4cc,906,214,1120
ae7b4ff73ced00f8fa579895eaaa87aa6f65a5e6a92c3013432ee613b5782998,1364,209,1573
5e851212fc972b9ec01ff781df2f8e7028ff703e6de1c51085124791c91d79f1,1103,210,1313
a21710df9c3f118b08507b4a5488fe0b1657aa19d2983a602989436bb8bb8871,1035,212,1247
ec814e4d7c4708ae7e299741a1989ec3c227e26ca9a9d4813674ae0d96d8f227,1529,214,1743
ed6710b4368393c3b32833e383974493eca26336ec1b985fba01e65643f61c03,1101,211,1312
8807b701dc1fb6bfc4e444904b0a95ec8f68ed7c75adfdf92ed044097e34b92c,1367,244,1611
3c31f72a3d96f7219d74213f34a15fb8053c827d4b292b427ed2d72e9afd239f,1206,218,1424
bc95ef7f8e93848083225cba5ad775a3100a6f718370802470f963a2755854dc,1006,214,1220
69f4a58070243d2b785832dc3c74a1dcd8b83fb973424cf49598df72af89befa,1384,301,1685
de48864793b43b2c456f361381f23713d266f967285510e510d25cdcf5258cd6,1528,297,1825
5b3775c11e047348478bfd555a2ffe76e4538278ce55df79e359874b259e36f6,915,200,1115
5f292c40e0f987bf0851d48d10b0b045cb2302728e508eb552375fb97df6c95b,1088,214,1302
9084296d231d0a227624220151e85ca8c1f21a3228863e40e01b10b6eb40af64,1245,235,1480
32208cf40138083995a9f19105203de6f3db715909167ddf274d5205f441943c,1042,213,1255
392ee5f3244eabc32fddd28505218f850a41010183f437e6383148ee446e560b,1002,210,1212
bc1e74c733ef5f41a2fec41af2591b817ca756f4d7aa2bd64332ab1336d6278c,956,214,1170
93c596fdf6495e690d2ce9ed64bab13fcd2e039dc442b4d2612ab464adf09027,970,209,1179
66c707d68defaad3a2e505b70b9322ffa950d988e75462ff932b49f0074ba86a,1027,214,1241
4eefde5153bab03707ffe23959a9c90029aa675feca91090694488f5b1be766b,1052,210,1262
0af427a78f9da8bd06bc0fc8bc462193802e177d0e7a8e0aa2ee63a3d24b63c3,1626,672,2298
6f9799ecfc00beb24d97f685621c2e2a2ac85ab43baa2359a0184b46a4cee1a3,1651,318,1969
35ca61f72c2585c2d8bf8efb80752df087d5eb47fd5ef1817d58a850cbd6e758,1096,202,1298
68cceb5ad9c8a4b8aa7467043eaf33b4bcb04cd816b46b9c940df91d119cf93f,2218,318,2536
8c4a402dbe2a870f2c0ac73fa8b478a7dff97651c7f6c3173a3a47cb5f3c9c3e,1378,223,1601
