id,prompt_tokens,completion_tokens,total_tokens
4863518fc3a737f3e78997ec10e15fbb73e4ab8e4af8659940b62550e11562a7,1306,207,1513
40bb40cd52a3e3ac4cdd63040e9daf0726366cb777527f3e67632a06493ff37d,986,217,1203
7a4229e70cff0eafd8d5c3baf00d28406e89f515a4a32c9ee2ff9ff4d790c98e,895,207,1102
d3f75db8468929eebf040389c53ef868eb0d73004fb3ccad06f951c904682cb1,1226,199,1425
3e5712430be7c38fc6a53f0d82087d576cdb4674b8df0d87026f87abd42c7a4b,1380,211,1591
9b989496e6d540450a2122d5d898cf3b2b843f9ef352073c233888c4d1fd060a,1113,205,1318
913201401cef7751609ad861c56b7ba883af8f58f4b095e69f726c4a1af9f889,1052,211,1263
bb9a0b95e571b3214e549ef1183af024d6ecef6abb5be8f4a3d2002c14f63cbc,1099,217,1316
92f8a8dec91cd25f291ace716bf7746ba899df45890cf472b512147e7acff3ef,1126,462,1588
a6e6bf0ba63d71423950929834fcfb4b10faeb7db3d699d7eb5abe19e8b798a7,926,208,1134
6e0a634c8d90fabe54ae140b9e5cb2d56ef11146f27610a2331bd8ce35f01df2,1658,322,1980
5b36382b1d6c75a6ef2c6b36650d5417f42031af14c54d183d9974916e61a6fb,1115,205,1320
fa65c3d9241e0750e3ddec0d8ab6cfad0aecaf3a229b39f63491004cf765cdcf,1328,201,1529
f71e081f61d1fdf4f6bb16dfa6302b01f87eb83584ac389c0ed1139e6f1ed7f6,1004,205,1209
4b3d4670ae00bc1eda75fcfcf7cf49ca3f79c7dbf9cd138762256d80b18cd424,1114,379,1493
4aba464b8e279743896c534ae65fcdbfd7bd1828950ce4729771617e13a4a7b5,1575,209,1784
6a25122ee5f65806b773d0ea761b954db93dd6b1af41f4300952d404a7e32e7f,1460,531,1991
d8b333580028d94409ca4a8aa1c47490744c53645134a768136c3afd3de97a56,1674,310,1984
c1ab7baaa2105dfc8c2c55b15c4c6dbb470cdbe8cc74890024114b3a7ee59b5b,1822,775,2597
6c7efee351189cc68f4fa0cc517baf4ac089ed6f5a1b9b6701adf0809246fad2,1005,210,1215
db8e3949068ef5bfae84da4ca1c8b56593a0dcdbd16b94653ead71805b231777,1040,291,1331
0931e48979da6b09f90cb84aa785bdee021e15ddf79cbb734dcb9e5627f4f9c0,1501,508,2009
bea80d4c5df1612e68cb39d590683fec7bf9cd0e164c514771a477b1070bf559,1424,778,2202
a1bb35fab81125bd64386212cb852dc127eb242a0ba0cf265f0d83e7ad64800b,2334,916,3250
2b2085df8697d11aebbc11269fa519ce6ec21d983039ae9e112c83723f875052,2258,561,2819
72cac42a61f07a36a64f17a8f82339976d89bc8ea6645d38af22e507aa776ed8,1463,202,1665
21aae7bc504832e924a701774b33ea9ec8d7243cec56cb748c4d4fe2ba641b96,2002,1075,3077
