id,prompt_tokens,completion_tokens,total_tokens
2cad95b30c4893825c2459c9b67b022cdb4534df64b5024e24362db96e1b46a2,1062,211,1273
07921a4bf8cb78afb2ed16f2c7a8645dc53f7d1008315fa5da79d8d57eac359d,1038,215,1253
406bc65703cf06f42cecf1061068687c7a3d3e787faafd4e7db6358897ceb3bf,957,201,1158
0734cef3f1b2ab3ca4b2874b0ffff32bbbec477dcc1b9b153b42bf55f71b9c69,1045,209,1254
17881da2770321cdafbada4aa14b63e4b057d428ed4331a3baebc9af55e795c9,1124,205,1329
ace7299cadfae1e1c84ef5181d0040106a108b5a075a26a7d75021020abed23d,1253,213,1466
503fc319d77e641e7b12f1442e7fb95273d370f5c1c689536561f5c2dda0f1d7,992,205,1197
41abb0c20078e369572a2fd5731361d34cb7d3eea87d7fe57884ee5851fcb498,1124,206,1330
2395f2cf7a473c92aaa11662373cefffe1b44e55b1ce4c55d27de606f742e4a4,904,210,1114
67b19ef3d951404d742fd2c8c9aa8baad5b04e4f689fd98c6db2907945445fad,1031,209,1240
cbfe867ae26ca7253c483c59e062d92eb56abbb9cec68c1c2aa27a4ad72e5b73,1232,208,1440
87fcba2edb653f7b7f5c596d673f1beef26f682f84c4d0c51ebc2724d6ad1411,1064,205,1269
5b57f8ffb8ad5a42fc4724dfd2f43439ca61805eae8d00c690e0c3c3047ca797,949,209,1158
42b9a78853dbb39a18553ce1a6615dcd9a899f9f52585fb50b3c01175d433fe7,977,207,1184
0e1dd29f1f76d64c7e67c273521054d25933d4d9627841e9d0fb484b2789fccc,1160,293,1453
551ca2c719eb0f0e39b37d8ef7f1349a107f87cd6f6024f2f845e65a2b77dfef,903,219,1122
18830700b471a9a31c3bab0a6e59b74889159f9374db14fd48e5be76905a4a4a,1089,438,1527
70c0bc0fb8a9e172cc6a8785ec79a5b71011d4f17970e8a6ddd79a1440930ccf,1083,370,1453
7de651f13f546b84b13ad8160e7dd77d2531d00d518a504e9a67e0b31ed74ba1,965,211,1176
e2c72871091f2959c971728fcb6d2c71f471242ef5f76eac276c27c606372ebf,946,208,1154
ba9340112fbc2d46f69422e5904a83c8fd4d3885263855b4b77ef58c7803b4e4,954,282,1236
263e5766778235606ba6cf506b5d5fae89d5bcb0b5a986cd9c1b347b2cba2217,1135,322,1457
4f8db144ec43ec73c7d012c1b2c53425009785f21fc4f76a014cb9f20485cca5,1939,555,2494
484bc792e12e75c4b330ff8fb492b5a5af285c82919e843501856b03b0398c13,881,208,1089
a01eec8df8ba20e77d3c4d354dd8dddd34a752b9951bf9c0ef30c936837c1eda,936,210,1146
e741d48f7a25a7f54f318fe412676331c073649619dd8e0af5c2b654751a59b6,1124,206,1330
b751029fd5b656cd1c52eea8d97161773107c99297105cf092573c1e6637782c,1238,454,1692
4992b9f06090f57fb83cc816f3b7d2edd1460641ff963099af55812b0c71e0fd,1043,218,1261
3285feed5d3f7f8b0723e93ccecd0a9b32902a06939fffd96a359b79d24efaad,1463,204,1667
82325a9ca3353ba087673c11afb500936a17aa09d01a28c76b845192ad1919ab,1098,362,1460
55e890178fba88a4e93773bd266815f8af8518f5d915baf2f3fac186b2cc2ea5,2219,610,2829
a015cf307db433c564b3355975aff98a5a0951be5d8b601434cf33e5a4b410a5,1208,213,1421
e33d61d4b2a3a637668ea9aca1dcbc570d2190c2695a3fb1ee33c391aff317e6,1039,439,1478
bd01f9a86a8da1b044fbd8d213f535ea4bdfda923bafb1ae461afe64ee5fe481,1242,317,1559
9b8cead8bf557c078b4207808c99fc066dd0f59f760404e5a5be2f20f4930f4e,1077,297,1374
911e50af2203f426567dda65bd1956af2688f9c06a48c5119692f3a0ca7b219d,1400,453,1853
8172e3d487826dbd467c6694ce322f3196c9b43c6e21f41636b90a146c5af484,1017,210,1227
62fa78717c403151377c4b87b289853a19394422fa41374419597bdbf9104c48,884,245,1129
0fdb6893d6e4f4b92269c3118ba153d8d325dcaba70bafbdb101b8904ecf4426,1974,855,2829
d3041b5a8d94352b56d8e7f17984388aee7fd34d1a2e4196e03e1bf164f9db2d,1064,296,1360
25e2114c3d32879d8919d67c0343e10c7e6021ecff9e165b3b2e85f361ddde7f,939,205,1144
95f7c95891b8124836074b90c64198dc71278aa13a81f29b18ea07a65cb84160,1124,206,1330
452de575f29428aab74964713cffb45aef8c569eabdbd2164782f042010d00c1,971,141,1112
ffeac2aac65d05d4ec3de5929cdc7ae91c69cba4995361b1b999c3231cc172d6,879,207,1086
f3de7ff7415432e0c43ac013cc0671ca87c6fd470a0f0e4e14da449fa1c5963b,1016,209,1225
d3875231c194df7ae28f3fbf5e4fd8abc562ea72a77c289544317b31b3dd2b18,1266,691,1957
414886af21edb82f44bdbcff20d6320dd82bb43a8b239e3e182e0da103844332,888,217,1105
